# mu=0.3
# lamb=0
# N=10
# m=0
# dim=252
# T=5
# dt=0.001

# t 	 <S_z,1>
0	0.5
0.001	0.5
0.002	0.499998
0.003	0.499996
0.004	0.499992
0.005	0.499988
0.006	0.499982
0.007	0.499976
0.008	0.499968
0.009	0.49996
0.01	0.49995
0.011	0.49994
0.012	0.499928
0.013	0.499916
0.014	0.499902
0.015	0.499888
0.016	0.499872
0.017	0.499856
0.018	0.499838
0.019	0.49982
0.02	0.4998
0.021	0.49978
0.022	0.499758
0.023	0.499736
0.024	0.499712
0.025	0.499688
0.026	0.499662
0.027	0.499636
0.028	0.499608
0.029	0.49958
0.03	0.49955
0.031	0.49952
0.032	0.499488
0.033	0.499456
0.034	0.499422
0.035	0.499388
0.036	0.499352
0.037	0.499316
0.038	0.499278
0.039	0.49924
0.04	0.4992
0.041	0.49916
0.042	0.499118
0.043	0.499076
0.044	0.499032
0.045	0.498988
0.046	0.498943
0.047	0.498896
0.048	0.498849
0.049	0.4988
0.05	0.498751
0.051	0.4987
0.052	0.498649
0.053	0.498597
0.054	0.498543
0.055	0.498489
0.056	0.498433
0.057	0.498377
0.058	0.498319
0.059	0.498261
0.06	0.498202
0.061	0.498141
0.062	0.49808
0.063	0.498018
0.064	0.497954
0.065	0.49789
0.066	0.497824
0.067	0.497758
0.068	0.497691
0.069	0.497622
0.07	0.497553
0.071	0.497483
0.072	0.497411
0.073	0.497339
0.074	0.497266
0.075	0.497192
0.076	0.497116
0.077	0.49704
0.078	0.496963
0.079	0.496885
0.08	0.496805
0.081	0.496725
0.082	0.496644
0.083	0.496562
0.084	0.496478
0.085	0.496394
0.086	0.496309
0.087	0.496223
0.088	0.496136
0.089	0.496048
0.09	0.495958
0.091	0.495868
0.092	0.495777
0.093	0.495685
0.094	0.495592
0.095	0.495498
0.096	0.495403
0.097	0.495307
0.098	0.49521
0.099	0.495112
0.1	0.495013
0.101	0.494913
0.102	0.494812
0.103	0.49471
0.104	0.494607
0.105	0.494503
0.106	0.494398
0.107	0.494292
0.108	0.494185
0.109	0.494078
0.11	0.493969
0.111	0.493859
0.112	0.493748
0.113	0.493636
0.114	0.493524
0.115	0.49341
0.116	0.493295
0.117	0.49318
0.118	0.493063
0.119	0.492945
0.12	0.492827
0.121	0.492707
0.122	0.492586
0.123	0.492465
0.124	0.492342
0.125	0.492219
0.126	0.492094
0.127	0.491969
0.128	0.491842
0.129	0.491715
0.13	0.491587
0.131	0.491457
0.132	0.491327
0.133	0.491196
0.134	0.491063
0.135	0.49093
0.136	0.490796
0.137	0.490661
0.138	0.490525
0.139	0.490387
0.14	0.490249
0.141	0.49011
0.142	0.48997
0.143	0.489829
0.144	0.489687
0.145	0.489544
0.146	0.4894
0.147	0.489255
0.148	0.48911
0.149	0.488963
0.15	0.488815
0.151	0.488666
0.152	0.488517
0.153	0.488366
0.154	0.488214
0.155	0.488062
0.156	0.487908
0.157	0.487753
0.158	0.487598
0.159	0.487442
0.16	0.487284
0.161	0.487126
0.162	0.486966
0.163	0.486806
0.164	0.486645
0.165	0.486483
0.166	0.486319
0.167	0.486155
0.168	0.48599
0.169	0.485824
0.17	0.485657
0.171	0.485489
0.172	0.48532
0.173	0.48515
0.174	0.48498
0.175	0.484808
0.176	0.484635
0.177	0.484461
0.178	0.484287
0.179	0.484111
0.18	0.483935
0.181	0.483757
0.182	0.483579
0.183	0.483399
0.184	0.483219
0.185	0.483038
0.186	0.482855
0.187	0.482672
0.188	0.482488
0.189	0.482303
0.19	0.482117
0.191	0.48193
0.192	0.481742
0.193	0.481553
0.194	0.481364
0.195	0.481173
0.196	0.480981
0.197	0.480789
0.198	0.480595
0.199	0.4804
0.2	0.480205
0.201	0.480009
0.202	0.479811
0.203	0.479613
0.204	0.479414
0.205	0.479214
0.206	0.479013
0.207	0.478811
0.208	0.478608
0.209	0.478404
0.21	0.478199
0.211	0.477993
0.212	0.477787
0.213	0.477579
0.214	0.477371
0.215	0.477161
0.216	0.476951
0.217	0.476739
0.218	0.476527
0.219	0.476314
0.22	0.4761
0.221	0.475885
0.222	0.475669
0.223	0.475452
0.224	0.475234
0.225	0.475015
0.226	0.474796
0.227	0.474575
0.228	0.474354
0.229	0.474131
0.23	0.473908
0.231	0.473684
0.232	0.473459
0.233	0.473233
0.234	0.473006
0.235	0.472778
0.236	0.472549
0.237	0.472319
0.238	0.472088
0.239	0.471857
0.24	0.471624
0.241	0.471391
0.242	0.471157
0.243	0.470921
0.244	0.470685
0.245	0.470448
0.246	0.47021
0.247	0.469971
0.248	0.469731
0.249	0.469491
0.25	0.469249
0.251	0.469007
0.252	0.468763
0.253	0.468519
0.254	0.468274
0.255	0.468028
0.256	0.467781
0.257	0.467533
0.258	0.467284
0.259	0.467034
0.26	0.466784
0.261	0.466532
0.262	0.46628
0.263	0.466026
0.264	0.465772
0.265	0.465517
0.266	0.465261
0.267	0.465004
0.268	0.464747
0.269	0.464488
0.27	0.464228
0.271	0.463968
0.272	0.463707
0.273	0.463444
0.274	0.463181
0.275	0.462917
0.276	0.462652
0.277	0.462387
0.278	0.46212
0.279	0.461852
0.28	0.461584
0.281	0.461315
0.282	0.461045
0.283	0.460774
0.284	0.460502
0.285	0.460229
0.286	0.459955
0.287	0.459681
0.288	0.459405
0.289	0.459129
0.29	0.458852
0.291	0.458574
0.292	0.458295
0.293	0.458015
0.294	0.457734
0.295	0.457453
0.296	0.45717
0.297	0.456887
0.298	0.456603
0.299	0.456318
0.3	0.456032
0.301	0.455745
0.302	0.455457
0.303	0.455169
0.304	0.45488
0.305	0.454589
0.306	0.454298
0.307	0.454006
0.308	0.453714
0.309	0.45342
0.31	0.453126
0.311	0.45283
0.312	0.452534
0.313	0.452237
0.314	0.451939
0.315	0.45164
0.316	0.451341
0.317	0.45104
0.318	0.450739
0.319	0.450437
0.32	0.450134
0.321	0.44983
0.322	0.449525
0.323	0.44922
0.324	0.448913
0.325	0.448606
0.326	0.448298
0.327	0.447989
0.328	0.447679
0.329	0.447369
0.33	0.447057
0.331	0.446745
0.332	0.446432
0.333	0.446118
0.334	0.445803
0.335	0.445488
0.336	0.445171
0.337	0.444854
0.338	0.444536
0.339	0.444217
0.34	0.443897
0.341	0.443577
0.342	0.443255
0.343	0.442933
0.344	0.44261
0.345	0.442286
0.346	0.441961
0.347	0.441636
0.348	0.441309
0.349	0.440982
0.35	0.440654
0.351	0.440325
0.352	0.439996
0.353	0.439665
0.354	0.439334
0.355	0.439002
0.356	0.438669
0.357	0.438335
0.358	0.438001
0.359	0.437666
0.36	0.43733
0.361	0.436993
0.362	0.436655
0.363	0.436316
0.364	0.435977
0.365	0.435637
0.366	0.435296
0.367	0.434954
0.368	0.434612
0.369	0.434268
0.37	0.433924
0.371	0.433579
0.372	0.433233
0.373	0.432887
0.374	0.43254
0.375	0.432192
0.376	0.431843
0.377	0.431493
0.378	0.431142
0.379	0.430791
0.38	0.430439
0.381	0.430086
0.382	0.429733
0.383	0.429378
0.384	0.429023
0.385	0.428667
0.386	0.42831
0.387	0.427953
0.388	0.427594
0.389	0.427235
0.39	0.426875
0.391	0.426515
0.392	0.426153
0.393	0.425791
0.394	0.425428
0.395	0.425064
0.396	0.4247
0.397	0.424335
0.398	0.423969
0.399	0.423602
0.4	0.423234
0.401	0.422866
0.402	0.422497
0.403	0.422127
0.404	0.421756
0.405	0.421385
0.406	0.421013
0.407	0.42064
0.408	0.420266
0.409	0.419892
0.41	0.419516
0.411	0.419141
0.412	0.418764
0.413	0.418386
0.414	0.418008
0.415	0.417629
0.416	0.41725
0.417	0.416869
0.418	0.416488
0.419	0.416106
0.42	0.415724
0.421	0.41534
0.422	0.414956
0.423	0.414571
0.424	0.414185
0.425	0.413799
0.426	0.413412
0.427	0.413024
0.428	0.412636
0.429	0.412246
0.43	0.411856
0.431	0.411466
0.432	0.411074
0.433	0.410682
0.434	0.410289
0.435	0.409895
0.436	0.409501
0.437	0.409106
0.438	0.40871
0.439	0.408314
0.44	0.407916
0.441	0.407518
0.442	0.40712
0.443	0.40672
0.444	0.40632
0.445	0.405919
0.446	0.405518
0.447	0.405116
0.448	0.404713
0.449	0.404309
0.45	0.403905
0.451	0.403499
0.452	0.403094
0.453	0.402687
0.454	0.40228
0.455	0.401872
0.456	0.401463
0.457	0.401054
0.458	0.400644
0.459	0.400234
0.46	0.399822
0.461	0.39941
0.462	0.398997
0.463	0.398584
0.464	0.39817
0.465	0.397755
0.466	0.397339
0.467	0.396923
0.468	0.396506
0.469	0.396089
0.47	0.39567
0.471	0.395252
0.472	0.394832
0.473	0.394412
0.474	0.393991
0.475	0.393569
0.476	0.393147
0.477	0.392724
0.478	0.3923
0.479	0.391876
0.48	0.391451
0.481	0.391025
0.482	0.390599
0.483	0.390172
0.484	0.389744
0.485	0.389316
0.486	0.388887
0.487	0.388457
0.488	0.388027
0.489	0.387596
0.49	0.387164
0.491	0.386732
0.492	0.386299
0.493	0.385866
0.494	0.385431
0.495	0.384996
0.496	0.384561
0.497	0.384125
0.498	0.383688
0.499	0.383251
0.5	0.382812
0.501	0.382374
0.502	0.381934
0.503	0.381494
0.504	0.381054
0.505	0.380612
0.506	0.38017
0.507	0.379728
0.508	0.379285
0.509	0.378841
0.51	0.378396
0.511	0.377951
0.512	0.377506
0.513	0.377059
0.514	0.376612
0.515	0.376165
0.516	0.375716
0.517	0.375268
0.518	0.374818
0.519	0.374368
0.52	0.373917
0.521	0.373466
0.522	0.373014
0.523	0.372562
0.524	0.372109
0.525	0.371655
0.526	0.371201
0.527	0.370746
0.528	0.37029
0.529	0.369834
0.53	0.369377
0.531	0.36892
0.532	0.368462
0.533	0.368003
0.534	0.367544
0.535	0.367084
0.536	0.366624
0.537	0.366163
0.538	0.365702
0.539	0.365239
0.54	0.364777
0.541	0.364313
0.542	0.36385
0.543	0.363385
0.544	0.36292
0.545	0.362454
0.546	0.361988
0.547	0.361521
0.548	0.361054
0.549	0.360586
0.55	0.360118
0.551	0.359648
0.552	0.359179
0.553	0.358709
0.554	0.358238
0.555	0.357766
0.556	0.357295
0.557	0.356822
0.558	0.356349
0.559	0.355875
0.56	0.355401
0.561	0.354926
0.562	0.354451
0.563	0.353975
0.564	0.353499
0.565	0.353022
0.566	0.352544
0.567	0.352066
0.568	0.351588
0.569	0.351109
0.57	0.350629
0.571	0.350149
0.572	0.349668
0.573	0.349187
0.574	0.348705
0.575	0.348222
0.576	0.347739
0.577	0.347256
0.578	0.346772
0.579	0.346287
0.58	0.345802
0.581	0.345317
